"﻿ID","DC_KEY","Description","DATE","time","Location","UCR","LAT","LNG"
1,2.01E+011,"民進黨團會議","9/15/2015",09:00:00,"台北市",615,25.03,121.57
2,2.01E+011,"「英派革新，原民向前」推薦立委參選人陳瑩、瓦歷斯‧貝林記者會","9/15/2015",10:00:00,"台北市",615,25.03,121.57
3,2.01E+011,"保坪宮參拜","9/15/2015",14:00:00,"新北市坪林區",615,24.94,121.71
4,2.01E+011,"石碇與鄉親茶敘","9/15/2015",15:00:00,"新北市石碇區",615,25.01,121.65
5,2.01E+011,"集順廟參拜，深坑老街徒步","9/15/2015",16:30:00,"新北市深坑區",615,25,121.62
6,2.01E+011,"企業家陳錦源先生父喪捻香","9/15/2015",13:00:00,"彰化縣鹿港鎮",617,24.08,120.45
7,2.01E+011,"詮偉五金工業公司座談","9/15/2015",13:40:00,"彰化縣鹿港鎮",617,24.08,120.45
8,2.01E+011,"彰化縣漁會","9/15/2015",14:30:00,"彰化縣芳苑鄉",617,23.95,120.36
9,2.01E+011,"鹿港鎮挺小宋主席後援會","9/15/2015",15:40:00,"彰化縣福興鄉",617,24.04,120.42
10,2.01E+011,"訪員林鎮前國大代表黃上揚先生、前議員黃進揚先生","9/15/2015",17:00:00,"彰化縣員林鎮",617,23.96,120.59
11,2.01E+011,"台北天后宮參拜","9/16/2015",10:00:00,"台北市萬華區",615,25.03,121.5
12,2.01E+011,"拜訪台北市農會","9/16/2015",11:00:00,"台北市大安區",615,25.03,121.54
13,2.01E+011,"民進黨中常會","9/16/2015",13:00:00,"台北市中正區",615,25.04,121.52
14,2.01E+011,"創黨29周年紀念晚會暨全代會的宣傳記者會","9/16/2015",15:00:00,"台北市中正區",615,25.04,121.52
15,2.01E+011,"台灣維順工業股份有限公司","9/17/2015",15:50:00,"台中市南屯區",615,24.15,120.61
16,2.01E+011,"青商全國蔡英文後援會成立大會","9/17/2015",19:05:00,"台中市南屯區",615,24.15,120.61
17,2.01E+011,"綠能科技創新產業政策發佈記者會","9/18/2015",10:00:00,"台北市中正區",615,25.04,121.52
18,2.01E+011,"陽明大學附設醫院聽取簡報","9/18/2015",16:30:00,"宜蘭市",615,24.76,121.75
19,2.01E+011,"長青老人會午餐","9/18/2015",12:40:00,"台中市北屯區",617,24.18,120.69
20,2.01E+011,"與青年有約","9/18/2015",15:00:00,"台中市西區",617,24.14,120.66
21,2.01E+011,"拜訪鄭水添","9/18/2015",17:00:00,"台中市南屯區",617,24.15,120.61
22,2.01E+011,"莊文平董事長餐會","9/18/2015",18:30:00,"台中市北屯區",617,24.18,120.69
23,2.01E+011,"2015年兩岸關係與亞太區域和平國際研討會","9/19/2015",09:00:00,"台北市中正區",615,25.04,121.52
24,2.01E+011,"第十六屆第二次全國黨員代表大會","9/19/2015",15:00:00,"桃園市平鎮區",615,24.93,121.21
25,2.01E+011,"創黨29周年紀念晚會","9/19/2015",20:55:00,"桃園市中壢區",615,24.97,121.21
26,2.01E+011,"與工會企業主座談","9/19/2015",10:00:00,"台中市東區",617,24.14,120.69
27,2.01E+011,"豐原廣福宮顧問團長交接典禮","9/19/2015",11:10:00,"台中市豐原區",617,24.25,120.72
28,2.01E+011,"神岡宋氏宗親會理事長交接典禮","9/19/2015",12:10:00,"台中市神岡區",617,24.25,120.68
29,2.01E+011,"與豐原地方人士餐敘","9/19/2015",13:10:00,"台中市豐原區",617,24.25,120.72
30,2.01E+011,"陳清龍服務處問政說明及政策宣傳","9/19/2015",14:10:00,"台中市豐原區",617,24.25,120.72
31,2.01E+011,"中部後援大聯盟成立大會","9/19/2015",15:30:00,"台中市北屯區",617,24.18,120.69
32,2.01E+011,"訪陳成添等議員","9/19/2015",17:00:00,"台中市北屯區",617,24.18,120.69
33,2.01E+011,"護理人員公共事務與健康政策參與研討會","9/20/2015",14:30:00,"高雄市三民區",615,22.65,120.33
34,2.01E+011,"「小英盃」慢速壘球錦標賽開幕賽開幕式","9/20/2015",15:30:00,"高雄市鳥松區",615,22.66,120.37
35,2.01E+011,"屏東縣小英之友會暨姊妹會成立大會","9/20/2015",16:30:00,"屏東市",615,22.66,120.47
36,2.01E+011,"拜訪劉炳偉議長","9/20/2015",09:40:00,"新北市板橋區",617,25.01,121.46
37,2.01E+011,"拜訪吳清池立委","9/20/2015",10:20:00,"新北市板橋區",617,25.01,121.46
38,2.01E+011,"地方人士茶會","9/20/2015",11:00:00,"新北市板橋區",617,25.01,121.46
39,2.01E+011,"新住民關懷據點座談","9/20/2015",14:30:00,"新北市土城區",617,24.97,121.44
40,2.01E+011,"拜訪李學益副議長","9/20/2015",16:00:00,"新北市蘆洲區",617,25.09,121.47
41,2.01E+011,"忠義廟參拜與地方人士座談","9/20/2015",16:40:00,"新北市蘆洲區",617,25.09,121.47
42,2.01E+011,"與蘆洲區鄉親朋友餐敘座談","9/20/2015",18:00:00,"新北市蘆洲區",617,25.09,121.47
43,2.01E+011,"蔡英文蔡英文競選總統農林魚牧後援會成立大會","9/21/2015",14:55:00,"台北市中山區",615,25.08,121.54
44,2.01E+011,"社區大學全國促進會會員大會","9/21/2015",16:30:00,"台北市中正區",615,25.04,121.52
45,2.01E+011,"發表防災政策白皮書","9/21/2015",10:30:00,"台北市中正區",617,25.04,121.52
46,2.01E+011,"參加社區大學全國促進會座談","9/21/2015",13:30:00,"台北市中正區",617,25.04,121.52
47,2.01E+011,"民進黨創黨第29周年外交使節酒會","9/22/2015",11:50:00,"台北市大安區",615,25.03,121.54
48,2.01E+011,"新北市三重社中秋聯歡活動晚會","9/22/2015",19:00:00,"新北市三重區",615,25.06,121.49
49,2.01E+011,"搭公車，響應世界無車日","9/22/2015",09:00:00,"新北市林口區",617,25.08,121.39
50,2.01E+011,"響應世界無車日「低碳綠能運輸」記者會","9/22/2015",09:50:00,"台北市大同區",617,25.06,121.51
51,2.01E+011,"騎乘U-Bike，由圓山捷運站至民權西路站","9/22/2015",10:15:00,"台北市大同區",617,25.06,121.51
52,2.01E+011,"搭乘捷運，由民權西路站至台北車站","9/22/2015",10:50:00,"台北市大同區",617,25.06,121.51
53,2.01E+011,"搭乘高鐵645車次去新竹","9/22/2015",11:36:00,"台北市中正區",617,25.04,121.52
54,2.01E+011,"大乘中型巴士由高鐵站至城隍廟","9/22/2015",12:30:00,"新竹縣竹北市",617,24.83,120.99
55,2.01E+011,"城隍廟上香祈福，，問後攤商並用午餐。","9/22/2015",12:50:00,"新竹市北區",617,24.82,120.95
56,2.01E+011,"立委參選人歐崇敬競選籌備處頒發工作幹部聘書","9/22/2015",14:20:00,"新竹市東區",617,24.79,120.99
57,2.01E+011,"「科技與經濟發展政策」座談會","9/22/2015",15:10:00,"新竹市東區",617,24.79,120.99
58,2.01E+011,"科技公司經理人及教授餐敘","9/22/2015",18:30:00,"新竹市東區",617,24.79,120.99
59,2.01E+011,"搭乘高鐵返回台北","9/22/2015",21:03:00,"新竹縣竹北市",617,24.83,120.99
60,2.01E+011,"搭乘瓦斯計程車返回林口","9/22/2015",21:40:00,"新北市板橋區",617,25.01,121.46
61,2.01E+011,"行程啓動記者會（龍潭區）","9/23/2015","上午","桃園市龍潭區",615,24.84,121.21
62,2.01E+011,"拜訪客家文學大老鍾肇政","9/23/2015","上午","桃園市平鎮區",615,24.93,121.21
63,2.01E+011,"龍潭區行動中常會","9/23/2015","下午","桃園市龍潭區",615,24.84,121.21
64,2.01E+011,"關西鎮廟宇參拜","9/23/2015","下午","桃園市關西區",615,24.8,121.19
65,2.01E+011,"參訪蕭如松藝術園區","9/24/2015","上午","新竹縣竹東鎮",615,24.77,121.04
66,2.01E+011,"參訪北埔茶葉大王姜阿新","9/24/2015","上午","新竹縣北埔鄉",615,24.66,121.07
67,2.01E+011,"鄧雨賢音樂文化紀念園區","9/24/2015","下午","新竹縣芎林鎮",615,24.78,121.08
68,2.01E+011,"參訪","9/24/2015","下午","新竹縣寶山鄉",615,24.74,121
69,2.01E+011,"參訪日新茶園","9/25/2015","上午","苗栗縣頭份鎮",615,24.68,120.91
70,2.01E+011,"參訪水妹手作坊","9/25/2015","上午","苗栗縣大湖鎮",615,24.59,120.92
71,2.01E+011,"峩崙廟參香","9/25/2015","下午","苗栗縣卓蘭鎮",615,24.33,120.86
72,2.01E+011,"參訪東勢文化園區","9/25/2015","下午","台中市東勢區",615,24.26,120.83
73,2.01E+011,"參訪土牛客家文化園區","9/25/2015","下午","台中市石岡區",615,24.27,120.78
74,2.01E+011,"彩虹餐廳參訪：參觀太陽能屋頂、即發即用;提高糧食透明及自主性","9/25/2015",12:00:00,"屏東縣屏東市",617,22.66,120.47
75,2.01E+011,"氣爆災區看德國藝術家壁畫創作","9/25/2015",17:30:00,"高雄市竹東里",617,22.61,120.32
76,2.01E+011,"與歷屆省議員會晤","9/25/2015",20:00:00,"屏東縣恆春鎮",617,21.98,120.75
77,2.01E+011,"大鵬灣國際賽車場初體驗","9/26/2015",10:00:00,"屏東縣東港鎮",617,22.46,120.47
78,2.01E+011,"搭船遊潟湖並登上蚵殼島認識養蚵傳奇","9/26/2015",14:00:00,"台南市北區",617,23.01,120.21
79,2.01E+011,"訪台南花園夜市","9/26/2015",20:00:00,"台南市北區",617,23.01,120.21
80,2.01E+011,"世界臺商護臺聯盟2015經貿論壇","9/27/2015",13:30:00,"台北市中正區",615,25.04,121.52
81,2.01E+011,"拜訪白河地方人士","9/27/2015",10:30:00,"台南市白河區",617,23.33,120.46
82,2.01E+011,"拜訪地方人士(柳營鄉農會)、參觀肉包工廠作業","9/27/2015",13:30:00,"台南市柳營區",617,23.28,120.36
83,2.01E+011,"參訪公東高工","9/28/2015",11:20:00,"台東縣台東市",615,22.75,121.11
84,2.01E+011,"關懷新住民 中秋異國風","9/28/2015",12:10:00,"台東縣台東市",615,22.75,121.11
85,2.01E+011,"原住民幹部研習授證","9/28/2015",15:00:00,"台東縣台東市",615,22.75,121.11
86,2.01E+011,"台東縣社團後援會授旗儀","9/28/2015",16:00:00,"台東縣台東市",615,22.75,121.11
87,2.01E+011,"安心居住政策暨影片發佈記者會","9/30/2015",12:55:00,"台北市中正區",615,25.04,121.52
88,2.01E+011,"中執會","9/30/2015",13:30:00,"台北市中正區",615,25.04,121.52
89,2.01E+011,"年金改革大聯盟拜會","9/30/2015",15:30:00,"台北市中正區",615,25.04,121.52
90,2.01E+011,"參加美國在台協會(AIT)歡迎新任處長酒會","9/30/2015",12:00:00,"台北市信義區",617,25.03,121.58
91,2.01E+011,"「五大創新研發計劃之二：亞洲矽谷產業」政策發表記者會","10/1/2015",10:00:00,"台北市中正區",615,25.04,121.52
92,2.01E+011,"教育政策暨影片發布會","10/1/2015",10:00:00,"台北市中正區",617,25.04,121.52
93,2.01E+011,"「2015台灣投資高峰論」","10/2/2015",09:30:00,"台北市中正區",615,25.04,121.52
94,2.01E+011,"「清除孳生源 全民總動員」暨捐贈物資儀式","10/3/2015",15:05:00,"台南市安平區",615,23,120.16
95,2.01E+011,"探訪台南市立醫院處理登革熱病患流程及急診室狀況","10/3/2015",16:00:00,"台南市東區",615,22.98,120.22
96,2.01E+011,"參加氣候變遷研討會","10/3/2015",10:00:00,"台北市中正區",617,25.04,121.52
97,2.01E+011,"台南市左鎮區民眾座談","10/3/2015",16:30:00,"台南市左鎮區",617,23.03,120.42
98,2.01E+011,"台南市南化區民眾座談","10/3/2015",17:25:00,"台南市南化區",617,23.11,120.56
99,2.01E+011,"台南市玉井區民眾座談","10/3/2015",18:30:00,"台南市玉井區",617,23.11,120.47
100,2.01E+011,"台南市楠西區民眾座談","10/3/2015",19:55:00,"台南市楠西區",617,23.18,120.48
101,2.01E+011,"巧聖先師廟參香","10/4/2015",10:00:00,"台中市龍井區",615,24.19,120.54
102,2.01E+011,"鹿寮成衣商圈參訪","10/4/2015",11:00:00,"台中市沙鹿區",615,24.24,120.59
103,2.01E+011,"中南部道教蔡英文後援會成立大會","10/4/2015",14:00:00,"彰化縣彰化市",615,24.07,120.56
104,2.01E+011,"扶輪社友和蔡英文主席的約會","10/4/2015",15:30:00,"台中市西屯區",615,24.18,120.64
105,2.01E+011,"關子嶺水火洞，主题為水火同源，不分党派，不分族群，宋楚瑜帶領全民一起找出路！","10/4/2015",09:30:00,"台南市白河區",617,23.33,120.46
106,2.01E+011,"東山再起說明會(台南市東山區)","10/4/2015",10:00:00,"台南市東山區",617,23.28,120.45
107,2.01E+011,"2016大選咱一定會贏說明會(台南市下營區)","10/4/2015",11:30:00,"台南市下營區",617,23.23,120.27
108,2.01E+011,"台南市競選服務處會見地方人士","10/4/2015",13:10:00,"台南市南區",617,22.96,120.19
109,2.01E+011,"參拜國姓爺廟(2016年成功達陣)","10/4/2015",15:20:00,"台南市中西區",617,22.99,120.2
110,2.01E+011,"藥王廟參拜，為登革熱疫情祈福","10/4/2015",16:00:00,"台南市中西區",617,22.99,120.2
111,2.01E+011,"台南市挺宋大會演說","10/4/2015",18:50:00,"台南市中西區",617,22.99,120.2
112,2.01E+011,"出席台北市議會親民黨團成立大會","10/5/2015",10:10:00,"台北市信義區",617,25.03,121.58
113,2.01E+011,"訪日行前致詞","10/6/2015",07:30:00,"桃園市大園區",615,25.05,121.19
114,2.01E+011,"前往日本國會，拜會日華議員懇談會","10/6/2015","下午","日本東京",615,35.69,139.69
115,2.01E+011,"東京台僑晚宴","10/6/2015","晚上","日本東京",615,35.69,139.69
116,2.01E+011,"參觀涵碧軒鳥園","10/6/2015",10:30:00,"宜蘭縣蘇澳鎮",617,24.59,121.85
117,2.01E+011,"參訪南方澳金馬祖與珊瑚馬祖","10/6/2015",11:30:00,"宜蘭縣蘇澳鎮",617,24.59,121.85
118,2.01E+011,"參訪南寧漁市場","10/6/2015",13:10:00,"宜蘭縣蘇澳鎮",617,24.59,121.85
119,2.01E+011,"礁溪協天帝君廟參拜","10/6/2015",15:00:00,"宜蘭縣礁溪鄉",617,24.81,121.73
120,2.01E+011,"參訪二龍河文化景觀","10/6/2015",15:50:00,"宜蘭縣礁溪鄉",617,24.81,121.73
121,2.01E+011,"勘訪礁溪十一股溪排水工程","10/6/2015",16:50:00,"宜蘭縣礁溪鄉",617,24.81,121.73
122,2.01E+011,"頭城地方人士及漁會人士","10/6/2015",18:00:00,"宜蘭縣頭城鎮",617,24.94,121.87
123,2.01E+011,"宜蘭東門夜市","10/6/2015",19:00:00,"宜蘭縣宜蘭市",617,24.76,121.75
124,2.01E+011,"山口縣參訪","10/7/2015","上午","日本山口縣",615,34.19,131.47
125,2.01E+011,"拜會日本民主黨","10/8/2015","上午","日本東京",615,35.69,139.69
126,2.01E+011,"參加首都圈論壇-公共住宅政策","10/8/2015",09:50:00,"台北市中正區",617,25.04,121.52
127,2.01E+011,"拜會日本自由民主黨","10/9/2015","上午","日本東京",615,35.69,139.69
128,2.01E+011,"抵達台灣","10/9/2015","晚上","桃園市大園區",615,25.05,121.19
129,2.01E+011,"台灣環境品質問題與談會","10/9/2015",10:00:00,"台北市中正區",617,25.04,121.52
130,2.01E+011,"參關華德動能科技公司、電動車製造流程","10/9/2015",13:40:00,"桃園市大園區",617,25.05,121.19
131,2.01E+011,"出席雙十國慶大典","10/10/2015",09:15:00,"台北市中正區",615,25.04,121.52
132,2.01E+011,"參加國慶大典","10/10/2015",09:00:00,"台北市中正區",617,25.04,121.52
133,2.01E+011,"與大村鄉民有約","10/10/2015",15:00:00,"彰化縣大村鄉",617,23.99,120.54
134,2.01E+011,"與大城鄉民有約","10/10/2015",17:00:00,"彰化縣大城鄉",617,23.85,120.31
135,2.01E+011,"與美國「共和黨全國委員會」會面","10/11/2015",10:00:00,"台北市中正區",615,25.04,121.52
136,2.01E+011,"台北市柯蔡宗親會秋季祭典暨會員懇親大會","10/11/2015",10:45:00,"台北市中山區",615,25.08,121.54
137,2.01E+011,"鄭運鵬競選總部「親子館」成立大會","10/11/2015",14:00:00,"桃園市龜山區",615,25.02,121.37
138,2.01E+011,"鄭寶清競選總部成立大會","10/11/2015",14:40:00,"桃園市桃園區",615,24.99,121.3
139,2.01E+011,"陳朝容競選總部成立大會","10/11/2015",10:30:00,"彰化縣溪湖鎮",617,23.96,120.49
140,2.01E+011,"參加動物保護團體全國聯合大會活動","10/11/2015",12:20:00,"彰化縣埔心鄉",617,23.95,120.54
141,2.01E+011,"參觀鈞富溪湖馬路發電工廠","10/11/2015",14:30:00,"彰化縣溪湖鎮",617,23.96,120.49
142,2.01E+011,"參加永靖地區襪子廠商座談會","10/11/2015",16:30:00,"彰化縣永靖鄉",617,23.92,120.55
143,2.01E+011,"《英派：點亮台灣的這一哩路》新書發表會","10/13/2015",10:00:00,"台北市信義區",615,25.03,121.58
144,2.01E+011,"浮州合宜宅自救會陳情說明會","10/13/2015",10:00:00,"新北市板橋區",617,25.01,121.46
145,2.01E+011,"勘訪烏來災區","10/13/2015",14:00:00,"新北市新店區",617,24.98,121.54
146,2.01E+011,"勘訪三峽三鶯部落","10/13/2015",16:30:00,"新北市三峽區",617,24.94,121.37
147,2.01E+011,"拜訪太極門總部","10/13/2015",19:30:00,"台北市內湖區",617,25.07,121.59
148,2.01E+011,"食品安全政策發佈記者會","10/15/2015",10:00:00,"台北市中正區",615,25.04,121.52
149,2.01E+011,"參訪基隆市大武崙工業區","10/16/2015",10:00:00,"基隆市",615,25.13,121.74
150,2.01E+011,"接見「國際馬拉拉青年獎」得獎人","10/16/2015",20:00:00,"台北市中正區",615,25.04,121.52
151,2.01E+011,"蘇巧慧樹林區競選總部成立大會","10/17/2015",09:00:00,"新北市樹林區",615,24.98,121.42
152,2.01E+011,"彰化同鄉總會總會長交接暨就職典禮","10/17/2015",11:00:00,"台北市中山區",615,25.08,121.54
153,2.01E+011,"吳琪銘競選總部成立大會","10/17/2015",13:00:00,"新北市土城區",615,24.97,121.44
154,2.01E+011,"江永昌競選總部成立大會","10/17/2015",13:30:00,"新北市中和區",615,25,121.49
155,2.01E+011,"羅致政競選總部成立大會","10/17/2015",14:00:00,"新北市板橋區",615,25.01,121.46
156,2.01E+011,"與阿里山鄉民有約","10/17/2015",10:30:00,"嘉義縣阿里山鄉",617,23.44,120.78
157,2.01E+011,"接受世新電視台錄音專訪","10/17/2015",14:30:00,"嘉義縣中埔鄉",617,23.4,120.55
158,2.01E+011,"訪嘉義市後憲協會","10/17/2015",15:50:00,"嘉義市",617,23.48,120.45
159,2.01E+011,"訪前議員商茂榮及先天宮主委林望蚤先生","10/17/2015",17:20:00,"嘉義市",617,23.48,120.45
160,2.01E+011,"參加大埤大林太子行宮平安宴","10/17/2015",18:20:00,"嘉義縣大林鎮",617,23.6,120.47
161,2.01E+011,"蔡英文全國競選總部成立","10/18/2015",14:00:00,"台北市中正區",615,25.04,121.52
162,2.01E+011,"訪雙福寶養護機構──民進黨前中執委許能通先生","10/18/2015",08:30:00,"嘉義縣民雄鄉",617,23.55,120.46
163,2.01E+011,"關懷中低收入戶──參加靈山寺濟貧活動","10/18/2015",09:20:00,"嘉義縣大林鎮",617,23.6,120.47
164,2.01E+011,"訪斗六誠心電視台與慈靈宮","10/18/2015",10:20:00,"雲林縣古坑鄉",617,23.65,120.6
165,2.01E+011,"訪梅山鄉陳保仁議員","10/18/2015",11:20:00,"嘉義縣梅山鄉",617,23.54,120.69
166,2.01E+011,"全國藝文界蔡英文顧問團成立大會","10/20/2015",14:25:00,"台中市西屯區",615,24.18,120.64
167,2.01E+011,"全國工業區廠商暨中小企業聯盟後援會成立大會","10/20/2015",16:20:00,"台中市南屯區",615,24.18,120.64
168,2.01E+011,"第五支廣告（眼盲、心盲）發布記者會","10/20/2015",10:00:00,"台北市中正區",617,25.04,121.52
169,2.01E+011,"與創客有約──台灣青年創業者","10/20/2015",15:30:00,"台北市內湖區",617,25.07,121.59
170,2.01E+011,"與南港有約──北興宮參拜","10/20/2015",17:00:00,"台北市南港區",617,25.03,121.61
171,2.01E+011,"2016東南亞小英姐妹會成立記者會","10/21/2015",10:00:00,"台北市中正區",615,25.04,121.52
172,2.01E+011,"參加美國商會午宴","10/22/2015",12:00:00,"台北市",615,25.03,121.57
173,2.01E+011,"台北市公職後援會成立大會","10/22/2015",14:00:00,"台北市士林區",615,25.1,121.52
174,2.01E+011,"總統候選人朱立倫及臺中市8位立委提名同志競選聯合服務中心揭幕儀式","10/22/2015",10:00:00,"台中市西屯區",616,24.18,120.64
175,2.01E+011,"拜會台中市議會正副議長及黨籍議員","10/22/2015",10:40:00,"台中市西屯區",616,24.18,120.64
176,2.01E+011,"與蔡錦隆立委基層輔選幹部對談","10/22/2015",11:30:00,"台中市西區",616,24.14,120.66
177,2.01E+011,"接受台中廣播電台董事長莊文勤專訪","10/22/2015",13:00:00,"台中市西屯區",616,24.18,120.64
178,2.01E+011,"主席暨楊瓊瓔立委與首投族青年、新移民對談","10/22/2015",14:30:00,"台中市潭子區",616,24.22,120.71
179,2.01E+011,"參訪鎮瀾宮、探訪鎮瀾兒童家園","10/22/2015",15:35:00,"台中市甲區",616,24.38,120.65
180,2.01E+011,"參訪海線地區居民最重要信仰中心──紫雲巖","10/22/2015",16:55:00,"台中市清水區",616,24.3,120.59
181,2.01E+011,"拜訪新竹農漁水利會","10/23/2015",10:00:00,"新竹市",615,24.81,120.97
182,2.01E+011,"靈安宮參拜","10/23/2015",14:00:00,"新竹市香山區",615,24.78,120.93
183,2.01E+011,"內天后宮參拜","10/23/2015",14:30:00,"新竹市香山區",615,24.78,120.93
184,2.01E+011,"金山寺參拜","10/23/2015",15:00:00,"新竹市東區",615,24.79,120.99
185,2.01E+011,"POP RADIO「POP大國民」節目專訪","10/23/2015",09:30:00,"台北市中正區",616,25.04,121.52
186,2.01E+011,"陸軍軍官學校校友總會「慶祝抗日戰爭勝利暨台灣光復七十週年紀念大會」","10/23/2015",11:30:00,"新北市新店區",616,24.98,121.54
187,2.01E+011,"廣播專訪","10/23/2015",15:00:00,"新竹市",616,24.81,120.97
188,2.01E+011,"立委輔選──與新竹市民有約","10/23/2015",15:50:00,"新竹市",616,24.81,120.97
189,2.01E+011,"拜訪竹東鎮長徐兆璋同志及幹部","10/23/2015",17:00:00,"新竹縣竹東鎮",616,24.77,121.04
190,2.01E+011,"拜訪張鎮榮議長及成立新竹縣民意代表挺朱立倫、林為洲後援會","10/23/2015",17:50:00,"新竹縣竹北市",616,24.83,120.99
191,2.01E+011,"與鄉鎮市長及各農會重要幹部座談及參觀國際客家文化嘉年華會","10/23/2015",19:00:00,"新竹縣竹北市",616,24.83,120.99
192,2.01E+011,"訪陳添松前議長","10/23/2015",10:10:00,"苗栗縣頭份市",617,24.68,120.91
193,2.01E+011,"苗栗縣宋友會後援會成立大會","10/23/2015",10:40:00,"苗栗縣頭份市",617,24.68,120.91
194,2.01E+011,"與西湖鄉親有約","10/23/2015",12:10:00,"苗栗縣西湖鄉",617,24.54,120.77
195,2.01E+011,"市議員補選郭裕信競選總部成立大會","10/24/2015",10:00:00,"桃園市觀音區",615,25.04,121.11
196,2.01E+011,"桃園市農漁會後援會成立大會","10/24/2015",11:00:00,"桃園市蘆竹區",615,25.08,121.3
197,2.01E+011,"南區原住民族後援會成立大會","10/24/2015",14:00:00,"高雄市鹽埕區",615,22.62,120.28
198,2.01E+011,"參訪高雄市基督教福氣教會河堤社區照顧關懷站","10/24/2015",15:00:00,"高雄市三民區",615,22.65,120.33
199,2.01E+011,"立委參選人賴瑞隆的競選總部成立大會","10/24/2015",19:00:00,"高雄市前鎮區",615,22.6,120.31
200,2.01E+011,"林國春委員競選總部成立","10/24/2015",11:00:00,"新北市板橋區",616,25.01,121.46
201,2.01E+011,"中小企業主財經論壇","10/24/2015",14:00:00,"彰化縣鹿港鎮",616,24.08,120.45
202,2.01E+011,"與彰化青年有約","10/24/2015",14:50:00,"彰化縣鹿港鎮",616,24.08,120.45
203,2.01E+011,"參訪2015第20回全國華風盆栽雅石展覽","10/24/2015",16:00:00,"彰化縣溪州鄉",616,23.82,120.52
204,2.01E+011,"朱立倫暨鄭汝芬婦女後援會成立大會","10/24/2015",16:50:00,"彰化縣北斗鎮",616,23.87,120.53
205,2.01E+011,"彰化縣第4選區立委造勢懇託會","10/24/2015",18:00:00,"彰化縣員林市",616,23.96,120.59
206,2.01E+011,"彰化縣第2選區各系統幹部懇託會","10/24/2015",19:10:00,"彰化市",616,24.05,120.52
207,2.01E+011,"與青年有約──「楚瑜找MA，作伙來當」青年志工營活動","10/24/2015",11:00:00,"台中市后里區",617,24.31,120.72
208,2.01E+011,"與台中民間友人有約","10/24/2015",13:30:00,"台中市清水區",617,24.3,120.59
209,2.01E+011,"訪台中區漁會","10/24/2015",14:45:00,"台中市清水區",617,24.3,120.59
210,2.01E+011,"訪全國里長聯誼總會","10/24/2015",15:45:00,"台中市沙鹿區",617,24.24,120.59
211,2.01E+011,"李俊俋競選總部成立大會","10/25/2015",14:00:00,"嘉義縣民雄鄉",615,23.55,120.46
212,2.01E+011,"蔡易餘競選總部成立大會","10/25/2015",14:30:00,"嘉義市西區",615,23.48,120.42
213,2.01E+011,"台南小英姊妹會成立大會","10/25/2015",14:00:00,"台南市東區",615,22.98,120.22
214,2.01E+011,"台灣基督長老教會「宣教150週年教會日活動」","10/25/2015",17:00:00,"台南市南區",615,22.96,120.19
215,2.01E+011,"新北市慶祝台灣光復70周年聯歡活動","10/25/2015",10:30:00,"新北市板橋區",616,25.01,121.46
216,2.01E+011,"「立」「志」出擊，勇敢承擔","10/25/2015",14:00:00,"雲林縣斗六市",616,23.71,120.56
217,2.01E+011,"與有機農友對談-有機蔬菜的展望","10/25/2015",15:10:00,"雲林縣西螺鎮",616,23.78,120.45
